Altimira, CDM/CM, Real Betis Balompié, Spain, Value: 443, https://cdn.sofifa.net/players/276/471/26_180.png, 276471
Sacha Boey, RB/CM, FC Bayern München, France, Value: 411, https://cdn.sofifa.net/players/248/266/26_180.png, 248266
Folarin Balogun, ST/CAM, AS Monaco, United States, Value: 432, https://cdn.sofifa.net/players/247/463/26_180.png, 247463
Pavel Sulc, CAM/LM/RM/CM, Olympique Lyonnais, Czechia, Value: 411, https://cdn.sofifa.net/players/247/050/26_180.png, 247050
Iván Martín, CM/CDM/CAM, Girona FC, Spain, Value: 411, https://cdn.sofifa.net/players/246/928/26_180.png, 246928
Jacob Ramsey, LW/CM/LM, Newcastle United, England, Value: 422, https://cdn.sofifa.net/players/246/923/26_180.png, 246923
Enzo Barrenechea, CDM/CM, SL Benfica, Argentina, Value: 432, https://cdn.sofifa.net/players/246/871/26_180.png, 246871
Tsuyoshi Watanabe, CB, Feyenoord, Japan, Value: 380, https://cdn.sofifa.net/players/246/826/26_180.png, 246826
Manor Solomon, LM/LW, Villarreal CF, Israel, Value: 380, https://cdn.sofifa.net/players/246/791/26_180.png, 246791
Bryan Gil, LM/LW/RM, Girona FC, Spain, Value: 422, https://cdn.sofifa.net/players/246/785/26_180.png, 246785
Maxence Caqueret, CM/CDM, Como, France, Value: 411, https://cdn.sofifa.net/players/246/646/26_180.png, 246646
Adam Hlozek, ST/RM/CAM/RW, TSG 1899 Hoffenheim, Czechia, Value: 443, https://cdn.sofifa.net/players/246/618/26_180.png, 246618
Fran García, LB/LM, Real Madrid, Spain, Value: 411, https://cdn.sofifa.net/players/246/606/26_180.png, 246606
Himad Abdelli, CAM/CM/CDM, Angers SCO, Algeria, Value: 400, https://cdn.sofifa.net/players/246/297/26_180.png, 246297
Santiago Sosa, CB/CDM/CM, Racing Club, Argentina, Value: 400, https://cdn.sofifa.net/players/246/033/26_180.png, 246033
Georginio Rutter, CAM/ST, Brighton & Hove Albion, France, Value: 443, https://cdn.sofifa.net/players/245/637/26_180.png, 245637
Marash Kumbulla, CB, RCD Mallorca, Albania, Value: 411, https://cdn.sofifa.net/players/245/426/26_180.png, 245426
Alexander Bah, RB/RM, SL Benfica, Denmark, Value: 380, https://cdn.sofifa.net/players/245/235/26_180.png, 245235
Jordan Teze, RB/CM/RM, AS Monaco, Netherlands, Value: 411, https://cdn.sofifa.net/players/245/211/26_180.png, 245211
Marcel Ruiz, CM/CAM/CDM, Free Agent, Mexico, Value: 432, https://cdn.sofifa.net/players/244/973/26_180.png, 244973
Mohammed Salisu, CB, AS Monaco, Ghana, Value: 422, https://cdn.sofifa.net/players/244/915/26_180.png, 244915
Charles Vanhoutte, CDM/CM, OGC Nice, Belgium, Value: 411, https://cdn.sofifa.net/players/244/889/26_180.png, 244889
Patrik Hrosovsky, CM/CAM/CDM, KRC Genk, Slovakia, Value: 380, https://cdn.sofifa.net/players/244/791/26_180.png, 244791
Puado, LM/ST/CAM/LW, RCD Espanyol, Spain, Value: 380, https://cdn.sofifa.net/players/244/622/26_180.png, 244622
Jaka Bijol, CB, Leeds United, Slovenia, Value: 400, https://cdn.sofifa.net/players/244/238/26_180.png, 244238
Yacine Adli, CDM/CM, Al Shabab, France, Value: 432, https://cdn.sofifa.net/players/243/627/26_180.png, 243627
Óscar Valentín, CDM/CM, Rayo Vallecano, Spain, Value: 380, https://cdn.sofifa.net/players/243/558/26_180.png, 243558
Dwight Mcneil, LM/CAM/RM/LW, Everton, England, Value: 390, https://cdn.sofifa.net/players/243/282/26_180.png, 243282
Hugo Duro, ST, Valencia CF, Spain, Value: 411, https://cdn.sofifa.net/players/243/032/26_180.png, 243032
Finn Dahmen, GK, FC Augsburg, Germany, Value: 400, https://cdn.sofifa.net/players/242/818/26_180.png, 242818
Cheick Doucoure, CDM/CM, Crystal Palace, Mali, Value: 411, https://cdn.sofifa.net/players/242/619/26_180.png, 242619
Sepp Van Den Berg, CB/RB/RM, Brentford, Netherlands, Value: 443, https://cdn.sofifa.net/players/242/453/26_180.png, 242453
Pep Biel, CAM/ST/RM/CM, Charlotte FC, Spain, Value: 380, https://cdn.sofifa.net/players/241/985/26_180.png, 241985
Manu Morlanes, CDM/CM, RCD Mallorca, Spain, Value: 411, https://cdn.sofifa.net/players/241/856/26_180.png, 241856
Perr Schuurs, CB, Torino, Netherlands, Value: 432, https://cdn.sofifa.net/players/241/854/26_180.png, 241854
Jhon Arias, RW/CAM/LW/RM, Wolverhampton Wanderers, Colombia, Value: 380, https://cdn.sofifa.net/players/241/602/26_180.png, 241602
Jonas Wind, ST/CAM, VfL Wolfsburg, Denmark, Value: 411, https://cdn.sofifa.net/players/241/522/26_180.png, 241522
Timothy Weah, RM/RB/LM, Olympique de Marseille, United States, Value: 390, https://cdn.sofifa.net/players/241/496/26_180.png, 241496
Eljif Elmas, LM/LW/CM, Napoli, North Macedonia, Value: 380, https://cdn.sofifa.net/players/241/390/26_180.png, 241390
Nahuel Tenaglia, CB/RB/CDM, Deportivo Alavés, Argentina, Value: 380, https://cdn.sofifa.net/players/240/953/26_180.png, 240953
Hamed Junior Traore, LM/CAM/LW, Olympique de Marseille, Côte d'Ivoire, Value: 411, https://cdn.sofifa.net/players/240/787/26_180.png, 240787
Mathias Olivera, LB/CM, Napoli, Uruguay, Value: 380, https://cdn.sofifa.net/players/240/716/26_180.png, 240716
Miguel Angel Merentiel, ST, Boca Juniors, Uruguay, Value: 380, https://cdn.sofifa.net/players/240/663/26_180.png, 240663
Emile Smith Rowe, CAM/CM/LM, Fulham FC, England, Value: 422, https://cdn.sofifa.net/players/240/273/26_180.png, 240273
Nicolas Raskin, CDM/CM, Rangers FC, Belgium, Value: 432, https://cdn.sofifa.net/players/239/810/26_180.png, 239810
Areso, RB/RM, Athletic Club, Spain, Value: 400, https://cdn.sofifa.net/players/239/614/26_180.png, 239614
Robin Hack, LM/LW/ST, Borussia Mönchengladbach, Germany, Value: 380, https://cdn.sofifa.net/players/239/367/26_180.png, 239367
Philipp Kohn, GK, AS Monaco, Switzerland, Value: 411, https://cdn.sofifa.net/players/239/364/26_180.png, 239364
Berke Ozer, GK, Lille OSC, Türkiye, Value: 411, https://cdn.sofifa.net/players/239/254/26_180.png, 239254
Jorgen Strand Larsen, ST, Wolverhampton Wanderers, Norway, Value: 432, https://cdn.sofifa.net/players/238/756/26_180.png, 238756
Ruben Vargas, LM/CAM/LW, Sevilla FC, Switzerland, Value: 380, https://cdn.sofifa.net/players/238/581/26_180.png, 238581
Chidera Ejuke, LM/RM/LW, Sevilla FC, Nigeria, Value: 380, https://cdn.sofifa.net/players/238/050/26_180.png, 238050
Marco Friedl, CB/LB, SV Werder Bremen, Austria, Value: 400, https://cdn.sofifa.net/players/237/595/26_180.png, 237595
Marcus Tavernier, LM/RM/CAM/LW, AFC Bournemouth, England, Value: 390, https://cdn.sofifa.net/players/237/477/26_180.png, 237477
German Berterame, ST/LW, Free Agent, Mexico, Value: 390, https://cdn.sofifa.net/players/237/248/26_180.png, 237248
Gabriel Gudmundsson, LB/CB/LM, Leeds United, Sweden, Value: 390, https://cdn.sofifa.net/players/236/822/26_180.png, 236822
Tomas Soucek, CDM/CM, West Ham United, Czechia, Value: 380, https://cdn.sofifa.net/players/236/792/26_180.png, 236792
Alexis Claude Maurice, CAM/CM/LW, FC Augsburg, France, Value: 390, https://cdn.sofifa.net/players/236/477/26_180.png, 236477
Fran Beltrán, CM/CDM, RC Celta, Spain, Value: 400, https://cdn.sofifa.net/players/235/997/26_180.png, 235997
Sebastian Szymanski, CAM/CM/RW, Fenerbahçe SK, Poland, Value: 400, https://cdn.sofifa.net/players/235/973/26_180.png, 235973
Gabriel Strefezza, RM/LM/RW, Olympiacos FC, Brazil, Value: 380, https://cdn.sofifa.net/players/235/949/26_180.png, 235949
Ryan Sessegnon, LB/CM, Fulham FC, England, Value: 400, https://cdn.sofifa.net/players/235/883/26_180.png, 235883
Guus Til, CAM/ST/CM, PSV, Netherlands, Value: 380, https://cdn.sofifa.net/players/235/663/26_180.png, 235663
Abdul Mumin, CB, Rayo Vallecano, Ghana, Value: 411, https://cdn.sofifa.net/players/235/662/26_180.png, 235662
Ryan Yates, CDM/CM, Nottingham Forest, England, Value: 390, https://cdn.sofifa.net/players/235/642/26_180.png, 235642
Aleix Febas, CM/CDM, Elche CF, Spain, Value: 380, https://cdn.sofifa.net/players/235/522/26_180.png, 235522
Pablo Rosario, CDM/CM/CB, FC Porto, Dominican Republic, Value: 390, https://cdn.sofifa.net/players/235/134/26_180.png, 235134
Panagiotis Retsos, CB, Olympiacos FC, Greece, Value: 390, https://cdn.sofifa.net/players/234/986/26_180.png, 234986
Houssem Aouar, CAM/CM, Al Ittihad, Algeria, Value: 390, https://cdn.sofifa.net/players/234/906/26_180.png, 234906
Valentin Rosier, RB/RM/RW, CA Osasuna, France, Value: 380, https://cdn.sofifa.net/players/234/730/26_180.png, 234730
Joakim Maehle, LB/RB/LM, VfL Wolfsburg, Denmark, Value: 380, https://cdn.sofifa.net/players/234/678/26_180.png, 234678
Jota, LW/RW/LM, Celtic, Portugal, Value: 390, https://cdn.sofifa.net/players/234/570/26_180.png, 234570
Carlos Soler, CM/CAM/LM/CDM, Real Sociedad, Spain, Value: 380, https://cdn.sofifa.net/players/234/153/26_180.png, 234153
Orel Mangala, CDM/CM, Olympique Lyonnais, Belgium, Value: 400, https://cdn.sofifa.net/players/234/078/26_180.png, 234078
Alessio Castro Montes, RM/LM/RB/RW, 1. FC Köln, Belgium, Value: 380, https://cdn.sofifa.net/players/233/965/26_180.png, 233965
Aaron Ramsdale, GK, Newcastle United, England, Value: 400, https://cdn.sofifa.net/players/233/934/26_180.png, 233934
Zubeldia, CB, Real Sociedad, Spain, Value: 400, https://cdn.sofifa.net/players/233/738/26_180.png, 233738
Hugo Cuypers, ST, Chicago Fire, Belgium, Value: 380, https://cdn.sofifa.net/players/233/630/26_180.png, 233630
Kevin Mac Allister, CB, Union Saint-Gilloise, Argentina, Value: 380, https://cdn.sofifa.net/players/233/230/26_180.png, 233230
Ko Itakura, CB/CDM, Ajax, Japan, Value: 390, https://cdn.sofifa.net/players/233/152/26_180.png, 233152
Nahuel Molina, RB/RM, Atlético Madrid, Argentina, Value: 390, https://cdn.sofifa.net/players/233/084/26_180.png, 233084
Junya Ito, RM/RW, KRC Genk, Japan, Value: 380, https://cdn.sofifa.net/players/232/905/26_180.png, 232905
Daichi Kamada, CM/CAM/CDM, Crystal Palace, Japan, Value: 380, https://cdn.sofifa.net/players/232/730/26_180.png, 232730
Caio Henrique, LB/LM, AS Monaco, Brazil, Value: 380, https://cdn.sofifa.net/players/232/440/26_180.png, 232440
Santiago Ascacibar, CDM/CM, Estudiantes de La Plata, Argentina, Value: 380, https://cdn.sofifa.net/players/232/244/26_180.png, 232244
Kostas Tsimikas, LB/LM, Roma, Greece, Value: 380, https://cdn.sofifa.net/players/232/223/26_180.png, 232223
Caglar Soyuncu, CB, Fenerbahçe SK, Türkiye, Value: 390, https://cdn.sofifa.net/players/232/119/26_180.png, 232119
Javi Galán, LB/LM, Atlético Madrid, Spain, Value: 380, https://cdn.sofifa.net/players/231/591/26_180.png, 231591
Tammy Abraham, ST, Beşiktaş JK, England, Value: 380, https://cdn.sofifa.net/players/231/352/26_180.png, 231352
Ludovic Blas, RM/RW/CAM, Stade Rennais FC, France, Value: 380, https://cdn.sofifa.net/players/231/102/26_180.png, 231102
Pepelu, CM/CDM, Valencia CF, Spain, Value: 390, https://cdn.sofifa.net/players/230/786/26_180.png, 230786
Sidney Pessinho, CDM/CM, Internacional, Brazil, Value: 380, https://cdn.sofifa.net/players/230/431/26_180.png, 230431
Murildo Kauê, LM/LW, Palmeiras, Brazil, Value: 380, https://cdn.sofifa.net/players/230/402/26_180.png, 230402
Victorio Jabim, RB/RM, Palmeiras, Brazil, Value: 380, https://cdn.sofifa.net/players/230/371/26_180.png, 230371
Rodrigo Vuarte, CDM/CM, Atlético Mineiro, Brazil, Value: 380, https://cdn.sofifa.net/players/230/349/26_180.png, 230349
Jadsinho Mei, CDM/CM, Flamengo, Brazil, Value: 380, https://cdn.sofifa.net/players/230/346/26_180.png, 230346
Andeson Trigo, LB/LM/CAM, Fluminense, Brazil, Value: 380, https://cdn.sofifa.net/players/230/337/26_180.png, 230337
Wagner Laranjo, CDM/CM, Palmeiras, Brazil, Value: 380, https://cdn.sofifa.net/players/230/331/26_180.png, 230331
Claudio Coíntra, CAM/CM, Palmeiras, Brazil, Value: 380, https://cdn.sofifa.net/players/230/269/26_180.png, 230269
Enzo Chissano, LB/RB/CB, Palmeiras, Brazil, Value: 380, https://cdn.sofifa.net/players/230/241/26_180.png, 230241
Leander Baia, RB/RM, Atlético Mineiro, Brazil, Value: 380, https://cdn.sofifa.net/players/230/197/26_180.png, 230197
Ben Chilwell, LB/LM, RC Strasbourg Alsace, England, Value: 380, https://cdn.sofifa.net/players/229/984/26_180.png, 229984
Axel Disasi, CB/RB, Chelsea, France, Value: 390, https://cdn.sofifa.net/players/229/942/26_180.png, 229942
Edu Expósito, CAM/CM/CDM, RCD Espanyol, Spain, Value: 380, https://cdn.sofifa.net/players/229/862/26_180.png, 229862
Mathias Jensen, CM/CDM, Brentford, Denmark, Value: 380, https://cdn.sofifa.net/players/229/723/26_180.png, 229723
Mykola Matviienko, CB/LB/RB, Shakhtar Donetsk, Ukraine, Value: 380, https://cdn.sofifa.net/players/229/528/26_180.png, 229528
Joe Rodon, CB, Leeds United, Wales, Value: 390, https://cdn.sofifa.net/players/229/266/26_180.png, 229266
Davide Calabria, RB/CM, Panathinaikos FC, Italy, Value: 380, https://cdn.sofifa.net/players/228/881/26_180.png, 228881
Matias Vargas, LM/ST/CAM/LW, Al Fateh, Argentina, Value: 380, https://cdn.sofifa.net/players/228/819/26_180.png, 228819
Harold Moukoudi, CB, AEK Athens, Cameroon, Value: 390, https://cdn.sofifa.net/players/228/732/26_180.png, 228732
Kasper Dolberg, ST, Ajax, Denmark, Value: 380, https://cdn.sofifa.net/players/228/687/26_180.png, 228687
Borja Mayoral, ST, Getafe CF, Spain, Value: 380, https://cdn.sofifa.net/players/228/635/26_180.png, 228635
Josh Cullen, CDM/CM, Burnley, Republic of Ireland, Value: 380, https://cdn.sofifa.net/players/228/151/26_180.png, 228151
Hwang In Beom, CM/CDM/CAM, Feyenoord, Korea Republic, Value: 380, https://cdn.sofifa.net/players/228/010/26_180.png, 228010
Oleksandr Zinchenko, LB/CM, Nottingham Forest, Ukraine, Value: 380, https://cdn.sofifa.net/players/227/813/26_180.png, 227813
Gelson Martins, RM/LM/RW, Olympiacos FC, Portugal, Value: 380, https://cdn.sofifa.net/players/227/055/26_180.png, 227055
Alejandro Zendejas, RW/RM/CM, Free Agent, United States, Value: 380, https://cdn.sofifa.net/players/226/579/26_180.png, 226579
Andrei Girotto, CB, Al Taawoun FC, Brazil, Value: 380, https://cdn.sofifa.net/players/226/515/26_180.png, 226515
Kieran Tierney, LB, Celtic, Scotland, Value: 380, https://cdn.sofifa.net/players/226/491/26_180.png, 226491
Che Adams, ST, Torino, Scotland, Value: 380, https://cdn.sofifa.net/players/226/093/26_180.png, 226093
Ainsley Maitland Niles, RB/RM/CDM, Olympique Lyonnais, England, Value: 380, https://cdn.sofifa.net/players/225/782/26_180.png, 225782
Irfan Can Kahveci, RW/CAM/CM/RM, Fenerbahçe SK, Türkiye, Value: 380, https://cdn.sofifa.net/players/225/403/26_180.png, 225403
Orbelin Pineda, CAM/CM/RB, AEK Athens, Mexico, Value: 380, https://cdn.sofifa.net/players/224/574/26_180.png, 224574
Marcos Acuna, LB/LM, River Plate, Argentina, Value: 380, https://cdn.sofifa.net/players/224/334/26_180.png, 224334
Robin Zentner, GK, 1. FSV Mainz 05, Germany, Value: 380, https://cdn.sofifa.net/players/224/251/26_180.png, 224251
Marvin Schwabe, GK, 1. FC Köln, Germany, Value: 390, https://cdn.sofifa.net/players/224/041/26_180.png, 224041
Ruben Aguilar, RB/RM, RC Lens, France, Value: 380, https://cdn.sofifa.net/players/223/597/26_180.png, 223597
Enes Unal, ST, AFC Bournemouth, Türkiye, Value: 380, https://cdn.sofifa.net/players/223/197/26_180.png, 223197
Sivera, GK, Deportivo Alavés, Spain, Value: 400, https://cdn.sofifa.net/players/222/464/26_180.png, 222464
Breel Embolo, ST, Stade Rennais FC, Switzerland, Value: 380, https://cdn.sofifa.net/players/222/357/26_180.png, 222357
Lukas Klostermann, CB/RB, RB Leipzig, Germany, Value: 390, https://cdn.sofifa.net/players/222/331/26_180.png, 222331
Patrick Berg, CDM/CM, FK Bodø/Glimt, Norway, Value: 390, https://cdn.sofifa.net/players/222/227/26_180.png, 222227
Denes Dibusz, GK, Ferencvárosi Torna Club, Hungary, Value: 380, https://cdn.sofifa.net/players/221/610/26_180.png, 221610
Jonathan Gradit, CB, RC Lens, France, Value: 380, https://cdn.sofifa.net/players/221/284/26_180.png, 221284
Andrija Zivkovic, RM/RW/LW, PAOK, Serbia, Value: 380, https://cdn.sofifa.net/players/220/746/26_180.png, 220746
Harry Wilson, RM/CAM/RW, Fulham FC, Wales, Value: 380, https://cdn.sofifa.net/players/220/710/26_180.png, 220710
Said Benrahma, LW/LM/CAM, NEOM SC, Algeria, Value: 380, https://cdn.sofifa.net/players/220/621/26_180.png, 220621
Yerry Mina, CB, Cagliari, Colombia, Value: 380, https://cdn.sofifa.net/players/220/523/26_180.png, 220523
Diego Rico, LB/CB/LM, Getafe CF, Spain, Value: 380, https://cdn.sofifa.net/players/220/414/26_180.png, 220414
Matias Vecino, CM/CDM, Lazio, Uruguay, Value: 380, https://cdn.sofifa.net/players/219/985/26_180.png, 219985
Hamari Traore, RB/RM, Paris FC, Mali, Value: 380, https://cdn.sofifa.net/players/219/789/26_180.png, 219789
Ludovic Ajorque, ST, Stade Brestois 29, France, Value: 380, https://cdn.sofifa.net/players/219/733/26_180.png, 219733
Martin Valjent, CB, RCD Mallorca, Slovakia, Value: 380, https://cdn.sofifa.net/players/219/585/26_180.png, 219585
Samuel Gigot, CB, Lazio, France, Value: 380, https://cdn.sofifa.net/players/219/581/26_180.png, 219581
Conan Ledesma, GK, River Plate, Argentina, Value: 380, https://cdn.sofifa.net/players/219/522/26_180.png, 219522
Cristian Arango, ST/CAM/LW, San Jose Earthquakes, Colombia, Value: 380, https://cdn.sofifa.net/players/217/998/26_180.png, 217998
Dakonam Djene, CB/RB/CDM/RM, Getafe CF, Togo, Value: 380, https://cdn.sofifa.net/players/217/940/26_180.png, 217940
Álex Moreno, LB, Girona FC, Spain, Value: 380, https://cdn.sofifa.net/players/217/036/26_180.png, 217036
Vaclav Cerny, RM/RW/CAM, Beşiktaş JK, Czechia, Value: 380, https://cdn.sofifa.net/players/216/860/26_180.png, 216860
Moses Simon, LW/LM, Paris FC, Nigeria, Value: 380, https://cdn.sofifa.net/players/216/820/26_180.png, 216820
Seko Fofana, CM/CDM/CAM, Stade Rennais FC, Côte d'Ivoire, Value: 380, https://cdn.sofifa.net/players/216/320/26_180.png, 216320
Brendan Chardonnet, CB, Stade Brestois 29, France, Value: 380, https://cdn.sofifa.net/players/215/410/26_180.png, 215410
Franco Armani, GK, River Plate, Argentina, Value: 380, https://cdn.sofifa.net/players/214/584/26_180.png, 214584
Jefferson Lerma, CDM/CM/CB, Crystal Palace, Colombia, Value: 380, https://cdn.sofifa.net/players/213/991/26_180.png, 213991
Abderrazak Hamdallah, ST/CAM, Al Shabab, Morocco, Value: 380, https://cdn.sofifa.net/players/213/761/26_180.png, 213761
Thomas Lemar, CM/LM/CDM, Girona FC, France, Value: 380, https://cdn.sofifa.net/players/213/565/26_180.png, 213565
Nabil Bentaleb, CDM/CM, Lille OSC, Algeria, Value: 380, https://cdn.sofifa.net/players/213/296/26_180.png, 213296
João Mário, CM/RM/LM/CAM, AEK Athens, Portugal, Value: 380, https://cdn.sofifa.net/players/212/814/26_180.png, 212814
Alexander Djiku, CB/CDM, Free Agent, Ghana, Value: 380, https://cdn.sofifa.net/players/212/219/26_180.png, 212219
Timo Werner, LW/ST/LM, RB Leipzig, Germany, Value: 380, https://cdn.sofifa.net/players/212/188/26_180.png, 212188
Odysseas Vlachodimos, GK, Sevilla FC, Greece, Value: 380, https://cdn.sofifa.net/players/211/990/26_180.png, 211990
Danilo Cataldi, CDM/CM, Lazio, Italy, Value: 380, https://cdn.sofifa.net/players/211/361/26_180.png, 211361
Stole Dimitrievski, GK, Valencia CF, North Macedonia, Value: 380, https://cdn.sofifa.net/players/211/348/26_180.png, 211348
Emerson, LB/LM/LW, Olympique de Marseille, Italy, Value: 380, https://cdn.sofifa.net/players/210/736/26_180.png, 210736
Juan Fernando Quintero, CAM/RW/CM, River Plate, Colombia, Value: 380, https://cdn.sofifa.net/players/210/513/26_180.png, 210513
Guilherme, CDM/CM, Free Agent, Qatar, Value: 380, https://cdn.sofifa.net/players/209/236/26_180.png, 209236
Lucas Vázquez, RB/RM, Bayer 04 Leverkusen, Spain, Value: 380, https://cdn.sofifa.net/players/208/618/26_180.png, 208618
Clinton Mata, CB/RB, Olympique Lyonnais, Angola, Value: 380, https://cdn.sofifa.net/players/208/364/26_180.png, 208364
Moi Gómez, CM/LM/LW/CDM, CA Osasuna, Spain, Value: 380, https://cdn.sofifa.net/players/206/590/26_180.png, 206590
Will Hughes, CDM/CM, Crystal Palace, England, Value: 380, https://cdn.sofifa.net/players/206/516/26_180.png, 206516
Edin Visca, RW/RM, Trabzonspor, Bosnia and Herzegovina, Value: 380, https://cdn.sofifa.net/players/205/678/26_180.png, 205678
Raul Jimenez, ST, Fulham FC, Mexico, Value: 380, https://cdn.sofifa.net/players/204/838/26_180.png, 204838
